0.00024;747;307680;0.74;369;1;0.0995;-4.134;1;0.0323;130.031;4.0;0.77;1;House of Jealous Lovers;The Rapture
118;854;287086;401;0.0;9;527;-8.553;1;395;139.922;4.0;441;1;Imma Ride;Young Thug
0.000596;224;132760;925;1.35e-06;11;0.0663;-1.71;0;0.0834;138.022;4.0;364;1;Girlfriend;Ty Segall
279;512;203400;564;1.54e-05;10;133;-5.892;1;0.0316;94.498;4.0;401;1;If I Gave You My Love;Myron & E
0.00219;781;205160;795;269;7;0.0673;-6.758;1;36;109.977;4.0;795;1;This Ready Flesh;TR/ST
341;411;199500;684;1.42e-06;11;198;-6.889;0;383;110.016;4.0;598;1;Lose My Mind;A-Trak
18;646;188333;837;0.0403;6;316;-6.615;1;134;100.04;4.0;0.32;1;Char;Crystal Castles
0.0516;782;228562;572;0.0;4;0.33;-7.467;0;0.0385;120.021;4.0;237;1;Look Alive;Rae Sremmurd
282;735;186096;0.4;125;1;0.0811;-12.766;1;102;129.004;4.0;326;1;Please Stop Making Fake Versace;Father
0.00791;0.45;220934;449;0.0;2;173;-12.037;1;156;135.45;4.0;137;1;Milly Rock;2milly
0.0219;897;285240;642;1.31e-06;2;159;-8.828;1;0.0534;127.984;4.0;0.27;1;Blasé (feat. Future & Rae Sremmurd);Ty Dolla $ign
0.0358;959;213000;598;0.0;8;358;-5.534;1;0.0713;127.029;4.0;424;1;Best Friend;Young Thug
0.0324;742;280831;559;0.0;5;0.0987;-5.876;1;141;146.923;4.0;429;1;Hercules;Young Thug
118;805;232880;687;0.0;9;0.0842;-7.771;1;0.0458;119.999;4.0;683;1;Who Be Lovin Me (feat. ILOVEMAKONNEN);Santigold
0.0428;667;230693;581;0.0;0;183;-5.164;0;323;110.953;4.0;372;1;Check;Young Thug
297;722;175613;823;0.0;7;489;-3.916;1;81;148.23;4.0;855;1;Poppin' My Collar;Three 6 Mafia
0.0565;853;205879;547;0.0;1;341;-7.535;1;194;142.065;4.0;677;1;Jumpman;Drake
0.0128;747;213507;705;0.0;9;126;-5.137;0;126;136.024;4.0;571;1;7/11;Beyoncé
135;777;237187;591;5.5e-05;1;126;-7.431;0;0.0327;124.111;4.0;848;1;Somebody's Watching Me;Rockwell
0.00041;731;324541;852;625;11;358;-6.08;1;0.0476;125.008;4.0;622;1;Bang That;Disclosure
0.00356;0.76;186122;402;0.0;8;333;-8.751;1;164;147.028;4.0;69;1;I Don't Sell Molly No More;ILoveMakonnen
0.00156;624;183000;792;1.54e-06;10;0.0772;-5.33;0;0.0473;139.94;4.0;318;1;Versace Python;Riff Raff
0.00243;621;378893;683;0.00856;11;525;-5.619;0;242;124.283;5.0;0.0891;1;Monster;Kanye West
533;0.64;234526;819;0.0;7;156;-4.108;1;455;166.012;4.0;624;1;OOOUUU;Young M.A.
0.00631;715;213093;833;0.0;2;164;-5.379;1;108;95.487;4.0;607;1;Return Of The Mack - C & J Street Mix;Mark Morrison
0.00182;0.7;386160;756;711;2;0.0575;-10.714;1;0.0575;114.28;4.0;947;1;Fantastic Man;William Onyeabor
0.0923;789;175240;494;0.000408;1;144;-13.702;1;0.0456;104.593;4.0;832;1;Right Place Wrong Time;Dr. John
375;796;252547;0.86;0.00457;5;0.0745;-6.202;0;0.0653;129.008;3.0;973;1;Azon de ma gnin kpevi;T. P. Orchestre Poly-Rythmo
183;716;576888;957;58;3;182;-4.814;1;0.0689;106.714;4.0;0.93;1;Odofo Nyi Akyiri Biara;Ebo Taylor
0.0185;0.74;241341;846;0.0624;2;254;-6.039;1;0.0808;95.995;4.0;852;1;Annie;Neon Indian
0.0638;0.7;224480;0.84;112;7;141;-6.227;0;0.0292;132.475;4.0;745;1;The Chase;Future Islands
456;514;215613;453;0.000181;6;178;-7.062;1;0.0267;75.548;4.0;532;1;Coming Home;Leon Bridges
128;313;286960;0.77;0.0787;7;0.0873;-7.265;1;0.0335;74.749;4.0;186;1;Wishes;Beach House
246;676;254769;528;0.0;7;0.0803;-8.699;1;0.0366;130.073;4.0;301;1;White Iverson;Post Malone
0.12;532;213622;596;0.0;11;504;-9.912;0;187;119.296;5.0;486;1;I Know There's Gonna Be (Good Times);Jamie xx
0.00426;646;283067;629;277;8;122;-10.775;0;0.0427;109.013;4.0;176;1;Loud Places;Jamie xx
193;598;238307;252;138;2;0.0992;-15.086;1;0.0647;120.06;4.0;0.0359;1;L$D;A$AP Rocky
0.0174;754;113373;442;9.4e-05;5;0.0622;-8.873;0;127;148.04;4.0;599;1;Dopeman;Vince Staples
0.000392;294;311360;786;865;2;272;-3.626;1;0.0378;81.108;4.0;136;1;California Nights;Best Coast
435;622;287427;253;471;2;0.0941;-14.36;1;0.0331;92.584;4.0;328;1;Baby;Ariel Pink's Haunted Graffiti
257;559;225347;656;0.000171;9;0.2;-8.699;0;0.0469;79.638;4.0;671;1;Ain't No Love In The Heart Of The City - Single Version;"Bobby ""Blue"" Bland"
0.000145;0.54;293646;945;753;9;667;-6.64;1;0.0406;92.995;4.0;0.87;1;Fail to Cry;Yacht Club
273;793;232251;0.7;0.0;0;174;-6.641;0;0.0572;140.058;4.0;887;1;Evil Friends (feat. Danny Brown) - Jake One Remix;Portugal. The Man
374;549;223720;715;3.5e-06;1;0.17;-11.164;1;0.0633;82.118;4.0;785;1;Ikimiz Bir Fidaniz - Baris K Edit;Umit Aksu Orkestrasi
0.00266;557;186397;607;771;0;0.33;-10.088;1;0.0578;73.061;4.0;259;1;Sentimental Trash;Sweet Valley
0.000546;597;279240;444;51;2;335;-8.39;0;0.03;120.074;4.0;361;1;Get Away;CHVRCHES
0.00781;879;213786;512;1.45e-05;0;134;-7.83;1;0.0775;127.95;4.0;277;1;Look At Wrist;Father
125;726;334173;497;0.89;10;104;-10.742;0;0.0433;125.004;4.0;472;1;Our Love;Caribou
0.00158;857;134062;831;0.0;2;154;-4.664;1;0.0995;106.059;4.0;251;1;I Ain't Trippin off Nothin;Ezale
0.0132;807;330920;778;666;0;109;-5.485;1;0.0399;120.001;4.0;797;1;They Don't Know - Original Mix;Disciples
783;596;196627;639;569;0;331;-6.546;1;0.03;124.012;4.0;197;1;Sabali;Amadou & Mariam
518;683;155133;708;2.08e-05;4;175;-6.852;0;0.0289;106.446;4.0;967;1;Spooky;Dusty Springfield
0.0548;768;239908;853;0.13;10;0.0188;-5.915;0;0.0427;107.234;4.0;887;1;Pick Up The Pieces;Average White Band
727;506;160400;948;0.0;10;0.0904;-5.626;1;105;130.195;4.0;936;1;Have Love Will Travel;The Sonics
0.000313;457;293533;918;0.000215;11;769;-5.295;0;0.0471;105.018;4.0;297;1;Capitol;TR/ST
0.34;468;386760;0.58;821;7;0.0737;-8.131;1;0.0278;76.27;4.0;324;1;Uncast Shadow Of A Southern Myth;Parquet Courts
0.47;537;232453;447;1.86e-05;9;0.0519;-8.261;1;0.0289;84.362;3.0;549;1;I Shall Be Released - Remastered;Nina Simone
855;515;378253;217;463;3;598;-13.382;0;0.0351;80.015;4.0;194;1;Words I Don't Remember;How To Dress Well
0.00502;429;196933;725;1.54e-05;2;266;-6.156;1;0.0371;82.925;4.0;174;1;To The Top;Twin Shadow
555;791;187210;0.58;0.00155;8;116;-8.377;1;0.0588;81.678;4.0;733;1;Them Changes (feat. Flying Lotus & Kamasi Washington);Thundercat
186;711;221350;705;0.0;10;148;-6.248;0;252;144.053;4.0;403;1;Aquafina (feat. GoldLink & Chaz French);Falcons
0.0249;683;201049;824;627;1;0.0533;-8.569;0;222;154.008;4.0;921;1;Hot Blur;How Sad
0.0108;309;257867;325;854;6;0.0742;-16.4;0;0.0366;175.88;4.0;0.46;1;Summer Madness;Kool & The Gang
193;867;460400;733;0.000219;10;749;-7.54;0;237;97.835;4.0;761;1;The Payback;James Brown
0.0192;619;275533;734;263;5;0.0771;-9.366;0;0.0343;106.034;4.0;853;1;I'm In Love;Fool's Gold
0.00776;898;429897;0.5;292;1;0.0771;-11.089;1;0.0571;122.281;4.0;868;1;I Need You Tonight;Punkin Machine
0.17;589;206240;745;0.000406;7;376;-8.109;1;76;99.407;4.0;0.76;1;Everybody Likes Something Good;Ify Jerry Crusade
0.0221;606;234987;668;1.65e-05;5;0.0527;-9.168;0;0.0729;158.859;4.0;958;1;Dadje Von O Von Non;Gnonnas Pédro
0.0397;786;302840;547;272;1;0.0378;-11.416;1;262;92.603;4.0;0.68;1;Sugah Daddy;D'Angelo
0.0213;734;321933;548;0.0;11;512;-9.682;1;386;128.289;4.0;0.72;1;International Players Anthem;Swishahouse
0.0454;812;268421;676;0.0;1;0.0929;-4.502;1;0.0491;114.047;4.0;399;1;Swerve;ILoveMakonnen
0.00672;876;213246;606;1.06e-05;0;0.14;-5.471;1;0.0645;127.975;4.0;249;1;Look At Wrist;Father
0.00488;601;467587;873;0.0365;1;113;-5.866;0;0.0448;124.997;4.0;566;1;Let It Happen;Tame Impala
0.00419;748;213053;741;0.0;6;147;-3.103;1;0.0531;128.077;4.0;533;1;My Way (feat. Monty);Fetty Wap
0.17;615;214150;814;0.0;9;218;-3.903;0;0.0677;144.005;4.0;601;1;Walk;Kwabs
0.0604;799;333520;789;0.0;0;0.0338;-8.208;1;0.0396;116.081;4.0;833;1;The Magnificent Seven - Remastered;The Clash
0.0571;398;247390;776;0.0172;9;303;-7.388;0;0.0374;110.815;4.0;689;1;NOBO;Tijuana Panthers
716;685;427227;423;518;11;0.0765;-9.031;0;0.0475;138.034;4.0;649;1;The Gaudy Side of Town;Gayngs
0.0151;706;299799;581;0.0;9;368;-6.492;1;55;134.009;4.0;463;1;U Mad;Vic Mensa
228;0.63;315595;0.98;0.00661;1;487;-4.914;1;59;108.009;4.0;805;1;Slumlord;Neon Indian
17;0.57;237480;736;5.74e-05;9;178;-5.822;1;0.0844;99.86;4.0;267;1;Leave A Trace;CHVRCHES
247;525;292760;643;0.0;5;106;-6.874;0;816;199.727;4.0;943;1;Willing & Able;Disclosure
123;698;236760;793;0.0;1;0.0805;-5.332;0;105;129.948;4.0;0.46;1;White Girl;Shy Glizzy
0.00705;763;213375;773;32;0;772;-4.722;1;0.0533;130.025;4.0;347;1;Maneuvering;ILoveMakonnen
181;511;160907;769;0.0;4;0.0921;-7.032;1;42;129.657;4.0;814;1;Be My Baby;The Ronettes
378;506;159253;813;0.0293;4;276;-5.78;1;0.0392;108.212;4.0;855;1;Why Don't They Let Us Fall in Love;The Ronettes
677;513;162040;494;6.43e-05;0;143;-5.072;1;0.0315;135.894;4.0;521;1;Will You Love Me Tomorrow;The Shirelles
488;251;126827;868;7.34e-06;1;818;-2.685;1;128;177.125;4.0;587;1;One Fine Day;The Chiffons
487;559;111270;633;0.0;7;164;-3.265;1;0.0329;72.496;4.0;842;1;He's So Fine - 2000 Digital Remaster;The Chiffons
0.7;431;158685;678;6.37e-06;4;199;-7.945;1;0.0365;135.919;4.0;632;1;Then He Kissed Me;The Crystals
403;683;142333;0.71;0.0;9;86;-7.445;1;114;128.181;4.0;0.93;1;It's My Party;Lesley Gore
656;0.78;149440;599;0.0;2;129;-10.251;1;0.0329;121.198;4.0;967;1;Please Mr. Postman;The Marvelettes
0.00904;614;196352;907;0.000131;4;0.36;-2.536;0;143;122.906;4.0;354;1;Fiesta - Remix;Bomba Estéreo
141;661;196615;531;0.0;7;136;-10.113;0;548;93.287;5.0;657;1;Queen's Speech 4;Lady Leshurr
119;564;213622;594;0.0;11;536;-9.912;0;155;89.394;4.0;489;1;I Know There's Gonna Be (Good Times);Jamie xx
0.0659;751;202533;597;0.0;9;0.0881;-6.59;0;125;123.997;4.0;168;1;With That (feat. Duke);Young Thug
0.00257;896;267024;623;0.000258;2;39;-8.008;1;0.0571;134.962;4.0;564;1;Hotline Bling;Drake
0.00256;618;196693;717;0.0;7;625;-5.738;1;318;190.05;4.0;601;1;679 (feat. Remy Boyz);Fetty Wap
0.0244;746;222093;873;0.0;7;354;-3.803;1;128;148.075;4.0;808;1;Trap Queen;Fetty Wap
13;888;200080;483;4.85e-06;6;0.0926;-7.797;1;154;125.008;4.0;221;1;No Type;Rae Sremmurd
0.0127;443;318750;645;952;6;122;-6.24;1;0.0515;128.044;4.0;138;1;Chasing Heaven;Bassnectar
0.00943;507;282273;934;0.0018;8;222;-2.325;0;188;175.954;4.0;472;1;Speakerbox (feat. Lafa Taylor);Bassnectar
0.000758;695;253773;912;0.000103;10;302;-3.331;0;193;160.043;4.0;612;1;Movin' Bass - GTA Remix;Rick Ross
674;462;226333;449;0.000632;0;0.0993;-9.271;0;0.0916;209.686;4.0;748;1;Danger and Dread;Brown Bird
0.0161;526;241440;712;0.0;11;179;-6.525;0;0.0356;105.009;4.0;299;1;Midnight City;M83
107;645;591707;924;0.0266;10;0.0982;-7.697;0;0.0569;90.852;4.0;886;1;Water No Get Enemy - Edit;Fela Kuti
0.0134;405;592920;647;7.62e-05;5;819;-6.109;0;0.0482;131.952;4.0;204;1;Pyramids;Frank Ocean
0.0219;735;269817;641;0.89;7;168;-6.177;0;0.0284;105.993;4.0;886;1;Hercules Theme;Hercules & Love Affair
0.0452;746;238146;416;7.77e-05;11;0.12;-6.607;1;0.0482;132.036;4.0;216;1;Rewind;Kelela
0.0551;547;251093;643;0.0;1;267;-8.904;1;227;143.064;4.0;187;1;My Sub (Pt. 2: The Jackin') - Album Version (Edited);Big K.R.I.T.
0.0224;634;221960;609;0.0;6;99;-8.982;1;172;83.021;4.0;659;1;Kush;Lil Wayne
244;607;253800;488;0.000177;8;113;-8.704;1;193;77.021;4.0;0.16;1;9;Willow
0.0668;704;199246;647;1.93e-06;10;101;-7.874;0;171;92.002;4.0;694;1;Magnets;Disclosure
7.19e-05;558;258187;642;0.00746;5;201;-5.206;0;0.0321;99.977;4.0;492;1;Don't Move;Phantogram
0.0227;698;248053;804;0.0599;4;566;-6.616;1;111;92.001;4.0;786;1;Pussy;Brazilian Girls
103;772;191160;582;6.61e-05;4;323;-5.96;0;309;172.03;4.0;564;1;Black Mags;The Cool Kids
0.0956;788;238467;864;0.0;11;335;-5.767;1;0.0335;133.295;4.0;678;1;Stay Fly - Explicit Album Version;Three 6 Mafia
0.00919;944;261973;839;0.0;11;0.0921;-4.141;1;108;136.019;4.0;891;1;Sippin On Some Syrup;Three 6 Mafia
354;729;176880;795;0.0;7;536;-4.579;1;144;146.747;4.0;853;1;Poppin' My Collar - feat. Project Pat - Explicit;Three 6 Mafia
0.00469;721;228933;621;0.0103;1;199;-4.378;1;306;159.967;4.0;578;1;Sittin' Sidewayz - feat. Big Pokey Explicit;Paul Wall
0.00102;798;227587;751;3.22e-06;1;0.0271;-6.335;1;263;162.003;4.0;482;1;Gold and a Pager;The Cool Kids
0.0512;851;224653;387;0.0;0;0.0996;-13.584;1;334;116.629;4.0;365;1;Smell Yo D*ck;Riskay
0.0252;0.34;147467;805;0.0;7;138;-3.397;1;0.0387;167.922;4.0;654;1;Don't Wanna Lose;Ex Hex
221;767;194066;891;0.0723;4;0.0935;-6.426;1;0.0402;122.026;4.0;779;1;Endless Rhythm;Baio
937;772;220093;635;18;0;0.0961;-8.412;1;0.0536;168.039;4.0;592;1;Demon;Shamir
2.13e-05;259;350920;847;823;2;133;-6.298;1;0.0332;150.162;4.0;682;1;Nothing Ever Happened;Deerhunter
284;633;226747;0.77;0.0;10;308;-6.954;0;327;149.97;4.0;324;1;Oh My Darling Don't Meow (Just Blaze Remix);Run The Jewels
0.0962;654;252095;292;0.0031;2;106;-12.977;1;474;153.547;4.0;111;1;River;Ibeyi
334;726;221787;583;0.00135;0;122;-6.434;0;0.23;140.943;4.0;0.48;1;The Buzz (feat. Mataya & Young Tapz);Hermitude
0.0648;855;310907;638;0.0;9;162;-4.968;0;143;122.967;4.0;433;1;All Day;Kanye West
185;704;282253;431;0.0972;8;249;-7.893;1;131;146.003;4.0;349;1;Blood On the Money;Future
689;658;238560;179;0.0;8;0.17;-10.866;1;0.0448;128.128;4.0;197;1;River;Leon Bridges
0.000472;502;244204;833;43;2;352;-4.982;1;0.0638;142.053;4.0;593;1;Trust Me Danny;ILoveMakonnen
0.00157;0.79;217707;676;0.0;8;0.25;-6.432;0;271;132.002;4.0;314;1;Big Rings;Drake
0.0233;738;242188;849;0.0317;2;309;-6.246;1;0.0822;95.987;4.0;863;1;Annie;Neon Indian
0.00212;777;500550;739;868;9;109;-9.089;1;39;119.992;4.0;201;1;Acamar;Frankey
0.0734;791;219333;779;0.0;7;0.0832;-5.972;1;235;110.037;4.0;581;1;Alright;Kendrick Lamar
0.19;735;275840;0.41;0.0;11;341;-8.735;0;0.2;114.812;4.0;0.16;1;Know Yourself;Drake
188;556;294360;582;911;6;229;-10.65;0;0.0357;131.023;4.0;516;1;Deicide;Crystal Castles
461;427;206387;465;5.52e-05;6;154;-6.595;1;0.0291;112.137;3.0;462;1;Coming Home;Leon Bridges
0.0111;563;176361;0.81;2.71e-05;8;142;-9.158;1;0.0372;99.996;4.0;767;1;Hercules Theme 2014;Hercules & Love Affair
0.0496;753;256320;708;0.0123;6;0.0872;-7.217;0;223;115.004;4.0;445;1;Forever;Majid Jordan
149;785;262979;764;813;4;201;-5.245;0;0.04;93.984;4.0;961;1;Next to You;Poolside
0.0682;557;293910;608;0.0263;5;196;-7.657;0;0.0862;109.67;4.0;211;1;Papi Pacify;FKA twigs
489;594;235693;0.42;0.00452;4;0.0833;-8.467;0;31;140.04;4.0;311;1;Magnolia;Young & Sick
0.000259;644;237120;758;0.0708;5;0.0726;-7.859;1;0.0458;108.99;4.0;752;1;Dark Matter;Feathers
217;704;185437;657;0.000118;10;0.0888;-7.172;0;0.35;150.058;4.0;804;1;Callie (feat. Vic Mensa);Donnie Trumpet
0.0472;849;217693;408;0.0;6;101;-8.67;0;284;99.876;4.0;337;1;Wu-Tang Forever;Drake
228;628;260947;568;0.0183;10;0.0906;-10.695;1;0.14;191.404;4.0;618;1;Fame (2007 Remastered);David Bowie
0.00689;717;224933;862;0.0;8;321;-4.736;1;54;130.021;4.0;512;1;We Dem Boyz;Wiz Khalifa
0.0109;584;243480;0.68;1.03e-06;9;129;-4.685;0;0.0524;104.89;4.0;326;1;Ego Free Sex Free;Autre Ne Veut
0.0246;586;374133;806;0.000167;1;353;-9.542;1;0.0548;110.325;4.0;207;1;Her Fantasy;Matthew Dear
0.00399;648;560600;0.85;294;1;0.35;-6.277;1;0.0439;112.014;4.0;559;1;Little People (Black City);Matthew Dear
37;807;250130;785;0.000763;8;0.18;-7.928;1;148;124.051;4.0;421;1;Confess To Me;Disclosure
0.0789;577;355881;941;207;10;342;-4.338;1;0.0422;99.995;4.0;381;1;Let Me Show You Love;Cut Copy
141;0.5;256093;593;6.21e-06;1;0.0969;-4.34;1;0.0898;68.456;4.0;325;1;New Slaves;Kanye West
108;804;336160;708;0.0636;10;0.0528;-5.099;0;0.0394;141.996;4.0;966;1;Sexy Socialite;Chromeo
0.0108;787;273853;658;0.0152;8;0.13;-5.379;0;0.0324;110.983;4.0;867;1;Okay;Holy Ghost!
0.0107;246;230230;784;5.71e-06;5;0.0825;-5.004;1;0.0529;153.027;4.0;189;1;Weight;Mikal Cronin
0.0107;882;284027;743;0.00152;7;327;-6.972;1;141;123.97;4.0;678;1;When A Fire Starts To Burn;Disclosure
0.0315;628;308527;824;543;0;0.0999;-7.983;1;112;122.01;4.0;0.86;1;When A Fire Starts To Burn - Midland Remix;Disclosure
0.00807;451;179947;0.79;0.0;11;0.0394;-4.261;0;0.0461;127.142;4.0;674;1;Fake Tales Of San Francisco;Arctic Monkeys
0.64;518;405027;385;0.000536;9;0.0931;-11.125;0;0.0286;100.878;4.0;264;1;Billie Holiday;Warpaint
0.0414;774;269867;901;4.84e-06;9;873;-5.398;0;216;128.024;4.0;768;1;Goody Two Shoes;Duck Sauce
0.0127;547;245293;635;5.01e-06;2;0.0585;-5.569;1;137;113.678;4.0;496;1;The Wire;HAIM
0.0585;552;283636;878;892;1;0.0746;-5.767;1;0.0353;176.057;4.0;603;1;Awake;Tycho
0.00856;542;216827;946;5.38e-06;10;386;-6.307;1;0.0505;108.496;4.0;389;1;Man I Need;Jagwar Ma
19;695;246521;0.94;0.8;7;623;-2.935;1;127;100.262;4.0;337;1;N.O. Bounce;Big Freedia
0.0488;633;224720;492;0.00047;2;0.0758;-7.672;1;0.0524;114.845;4.0;357;1;Now Is Not The Time;CHVRCHES
365;312;222719;445;0.0038;11;0.13;-7.202;0;0.0305;97.967;4.0;308;1;No Rest For The Wicked;Lykke Li
0.17;0.43;154414;436;0.0;8;128;-4.816;1;119;90.053;4.0;0.22;1;Holdin On;Flume
0.0346;0.19;230693;908;0.0369;0;241;-4.679;1;111;148.951;4.0;181;1;Rocking Chair;The Districts
0.0361;312;281360;907;618;7;363;-6.571;1;229;120.286;4.0;122;1;Marriage;Gold Panda
0.00818;539;224907;582;0.0717;7;0.15;-7.414;1;0.0328;95.07;4.0;249;1;Ride On / Right On;Phosphorescent
613;698;230200;878;1.61e-05;8;518;-307;1;314;182.126;4.0;816;1;GodLovesUgly;Atmosphere
0.00275;476;195200;818;757;2;279;-7.933;1;0.0318;159.089;4.0;745;1;New York City;Christopher Owens
64;568;322544;936;0.00099;0;148;-6.365;1;0.0504;150.067;4.0;792;1;Moving to the Left;Woods
0.00192;558;301573;0.74;8.97e-06;6;129;-6.22;1;0.0448;118.293;4.0;214;1;All These Things That I've Done;The Killers
0.0212;604;187253;894;0.0;2;0.0299;-5.0;1;37;145.014;4.0;893;1;Junk of the Heart (Happy);The Kooks
0.0516;718;224267;921;0.0473;5;315;-3.978;0;0.0375;121.922;4.0;898;1;When The Night Falls - feat. Solange Knowles;Chromeo
0.0855;737;332453;545;9.32e-05;6;153;-8.536;0;362;140.086;4.0;438;1;Mercy;Kanye West
0.0293;769;214333;712;2.12e-06;8;103;-4.692;0;29;120.975;4.0;948;1;Don't You Evah;Spoon
0.00731;567;343784;506;205;1;103;-8.742;1;0.0264;116.392;4.0;354;1;We Exist;Arcade Fire
0.000467;817;213059;588;1.51e-06;7;0.0911;-6.603;1;0.0399;119.934;4.0;448;1;Le Goudron (Edit);YACHT
0.0411;767;179240;912;402;1;0.0288;-1.157;1;54;144.084;4.0;496;1;Double Bubble Trouble;M.I.A.
0.000195;0.77;391686;895;897;7;0.0455;-8.102;0;0.0488;120.986;4.0;678;1;Careless;Dusky
827;712;279800;0.77;548;10;0.0726;-13.187;0;0.0345;106.963;4.0;973;1;Look at You;George McCrae
0.39;706;131250;577;692;0;407;-6.226;0;0.0299;96.056;4.0;385;1;How Did I Get Here;ODESZA
0.00471;542;227160;799;0.0161;4;0.0814;-3.641;0;0.0354;92.215;4.0;426;1;Black Out Days;Phantogram
827;583;248213;776;3.81e-05;3;298;-5.293;1;0.0661;126.536;4.0;782;1;Bang! Bang!;Joe Cuba
0.0628;727;289267;548;526;10;133;-7.393;1;0.0291;107.826;4.0;0.93;1;Every 1's A Winner - Single Version;Hot Chocolate
0.00919;0.45;201602;782;101;11;123;-6.769;1;0.0364;173.954;4.0;209;1;Unbound;Cathedrals
0.0027;602;215518;764;0.0053;10;0.0822;-4.897;0;0.0435;105.997;5.0;468;1;Operate;ASTR
385;415;359800;681;0.0;2;101;-4.104;0;189;171.893;4.0;372;1;Blood On The Leaves;Kanye West
0.0304;614;315000;838;0.000297;10;166;-6.896;1;28;127.971;4.0;584;1;Come Save Me;Jagwar Ma
105;901;212712;744;7.79e-06;0;0.0964;-3.484;1;283;135.95;4.0;606;1;Hannah Montana;Migos
359;0.7;218733;986;0.0221;0;963;-4.403;1;0.0573;123.033;4.0;0.64;1;High School Lover;Cayucas
119;583;202710;843;0.0;1;602;-7.416;0;409;108.066;5.0;422;1;They Come in Gold;Shabazz Palaces
0.0112;0.6;215000;586;535;7;115;-9.414;1;0.0296;129.952;4.0;193;1;Tides of Neptune;Virgo
251;786;255094;706;213;9;142;-6.212;0;0.0537;120.011;4.0;318;1;Cocaine Model;ZHU
0.0696;512;287147;821;0.33;9;0.0998;-7.442;0;0.0334;149.988;4.0;396;1;Light House;Future Islands
403;791;199973;664;0.0;7;0.61;-5.713;1;0.0831;149.939;4.0;0.96;1;Pass The Dutchie;Musical Youth
849;533;378253;213;565;3;449;-13.437;0;0.0342;80.004;4.0;196;1;Words I Don't Remember;How To Dress Well
0.0862;731;178987;0.75;0.000388;2;202;-10.457;1;0.0321;135.406;4.0;648;1;I Would Die 4 U;Prince
0.000156;853;356560;532;0.88;1;0.0643;-13.443;1;121;99.989;4.0;499;1;Bless My Soul;Nightmares On Wax
0.0398;674;313147;501;0.000123;2;0.0818;-12.907;0;0.0579;107.363;4.0;567;1;Heaven And Hell Is On Earth;20th Century Steel Band
0.0448;788;243800;617;0.0;2;88;-4.516;1;0.0651;122.065;4.0;0.13;1;Upper Echelon;Travis Scott
0.000686;745;384907;857;0.2;0;22;-5.754;1;0.0393;115.945;4.0;946;1;Flying High (Part 1);Cloud One
0.0107;621;240760;796;187;8;0.0719;-6.179;0;0.0327;140.012;4.0;288;1;Go;Grimes
377;818;242067;528;0.0;2;131;-10.666;0;0.0716;120.368;4.0;895;1;Spill The Wine;Eric Burdon
0.0988;856;247800;874;0.000472;11;339;-8.037;0;0.0401;122.416;4.0;0.91;1;Got To Give It Up (Part 1);Marvin Gaye
0.0913;614;286315;857;0.0;2;69;-8.85;0;0.0859;85.125;4.0;944;1;Never Gonna Give You Up;Barry White
